name,personality,environmentalImpact,loan_amount,capital,income,monthlyExpenses,numberOfKids,homeMortgage,hasStudentLoan,monthly_surplus,interest,months,score_totalProfit,score_happynessScore,score_environmentalImpact,score_totalScore,mapName
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,156,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,168,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,180,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,192,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,204,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,216,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,228,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,240,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,252,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,264,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,276,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,288,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,300,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,312,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,324,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,336,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,348,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.05,360,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,0,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,12,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,24,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,36,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,48,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,60,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,72,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,84,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,96,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,108,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,120,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,132,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,144,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,156,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,168,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,180,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,192,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,204,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,216,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,228,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,240,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,252,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,264,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,276,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,288,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,300,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,312,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,324,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,336,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,348,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.1,360,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,0,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,12,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,24,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,36,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,48,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,60,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,72,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,84,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,96,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,108,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,120,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,132,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,144,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,156,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,168,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,180,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,192,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,204,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,216,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,228,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,240,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,252,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,264,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,276,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,288,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,300,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,312,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,324,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,336,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,348,0,0,0,0,Almhult
Sherri Kertzmann,Innovative,56600,9938700,606600,18800,12600,4,2909300,False,-26044.16666666667,0.2,360,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,0,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,12,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,24,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,36,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,48,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,60,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,72,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,84,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,96,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,108,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,120,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,132,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,144,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,156,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,168,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,180,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,192,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,204,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,216,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,228,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,240,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,252,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,264,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,276,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,288,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,300,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,312,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,324,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,336,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,348,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,1e+17,360,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,0,-500,-365,91500,90635,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,12,1857,-365,91500,92992,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,24,4405,-500,91500,95405,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,36,6573,-500,91500,97573,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,48,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,60,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,72,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,84,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,96,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,108,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,120,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,132,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,144,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,156,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,168,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,180,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,192,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,204,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,216,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,228,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,240,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,252,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,264,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,276,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,288,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,300,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,312,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,324,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,336,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,348,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.001,360,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,0,-500,-365,91500,90635,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,12,34328,-365,91500,125463,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,24,67258,-365,91500,158393,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,36,103985,-500,91500,194985,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,48,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,60,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,72,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,84,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,96,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,108,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,120,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,132,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,144,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,156,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,168,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,180,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,192,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,204,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,216,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,228,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,240,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,252,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,264,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,276,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,288,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,300,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,312,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,324,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,336,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,348,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.01,360,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,0,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,12,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,24,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,36,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,48,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,60,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,72,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,84,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,96,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,108,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,120,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,132,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,144,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,156,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,168,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,180,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,192,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,204,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,216,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,228,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,240,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,252,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,264,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,276,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,288,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,300,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,312,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,324,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,336,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,348,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.02,360,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,0,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,12,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,24,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,36,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,48,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,60,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,72,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,84,0,0,0,0,Almhult
Alvin Windler,Conservative,91500,9114600,4990600,19800,10200,0,9083400,True,-67095.0,0.03,96,0,0,0,0,Almhult
